doc_id,year,doc_name_short,doc_name
297,2001,A Model of Perceptual Change by Domain I,A Model of Perceptual Change by Domain Integration
298,2001,Modeling Forms of Surprise in an Artific,Modeling Forms of Surprise in an Artificial Agent
299,2001,Self-Organising Networks for Classificat,Self-Organising Networks for Classification Learning from Normal and Aphasic Speech
300,2001,Cateogry learning without labels A simpl,Cateogry learning without labels A simplicity approach
301,2001,Preserved Implicit Learning on Both the ,Preserved Implicit Learning on Both the Serial Reaction Time Task and Artificial Grammar in Patients with Parkinsons Disease
302,2001,Simulating the Evolution of Modular Neur,Simulating the Evolution of Modular Neural Systems
303,2001,Working-memory modularity in analogical ,Working-memory modularity in analogical reasoning
304,2001,Competition between linguistic cues and ,Competition between linguistic cues and perceptual cues in childrens categorization English- and Japanese-speaking children
305,2001,Structural Determinants of Counterfactua,Structural Determinants of Counterfactual Reasoning
306,2001,Similarity Processing Depends on the Sim,Similarity Processing Depends on the Similarities Present Effects of Relational Prominence in Similarity and Analogical Processing
307,2001,Modeling Cognition with Software Agents,Modeling Cognition with Software Agents
308,2001,Did Language Give Us Numbers Symbolic Th,Did Language Give Us Numbers Symbolic Thinking and the Emergence of Systematic Numerical Cognition
309,2001,The modality effect in multimedia instru,The modality effect in multimedia instructions
310,2001,Effects of Competing Speech on Sentence-,Effects of Competing Speech on Sentence-Word Priming Semantic Perceptual and Attentional Factors
311,2001,Strategies in Analogous Planning Cases,Strategies in Analogous Planning Cases
312,2001,Emotional Impact on Logic Deficits May U,Emotional Impact on Logic Deficits May Underlie Psychotic Delusions in Schizophrenia
313,2001,Connectionsit modelling of surface dysle,Connectionsit modelling of surface dyslexia based on foveal splitting Impaired pronunciation after only two hlaf pints
314,2001,The time-course of morphological phonolo,The time-course of morphological phonological and semantic processes in reading Modern Standard Arabic
315,2001,Very Rapid Induction of General Patterns,Very Rapid Induction of General Patterns
316,2001,The Age-Complicity Hypothesis A Cognitiv,The Age-Complicity Hypothesis A Cognitive Account of Some Historical Linguistic Data
317,2001,Rules for Syntax Vectors for Semantics,Rules for Syntax Vectors for Semantics
318,2001,The Strategic Use of Memory for Frequenc,The Strategic Use of Memory for Frequency and Recency in Search Control
319,2001,An Influence of Spatial Language on Reco,An Influence of Spatial Language on Recognition Memory for Spatial Scenes
320,2001,Development of Physics Text Corpora for ,Development of Physics Text Corpora for Latent Semantic Analysis
321,2001,The Influence of semantics on past-tense,The Influence of semantics on past-tense inflection
322,2001,Activating Verb Semantics from the Regul,Activating Verb Semantics from the Regular and Irregular Past Tense
323,2001,Solving arithmetic operations a semantic,Solving arithmetic operations a semantic approach
324,2001,Meaning Communication and Theory of Mind,Meaning Communication and Theory of Mind
325,2001,Cascade Explains and Informs the Utility,Cascade Explains and Informs the Utility of Fading Examples to Problems
326,2001,Constraints on Linguistic Coreference St,Constraints on Linguistic Coreference Structural vs Pragmatic Factors
327,2001,The Appearance of Unity A Higher-Order I,The Appearance of Unity A Higher-Order Interpretation of the Unity of Consciousness
328,2001,Cats could be dogs but dogs could not be,Cats could be dogs but dogs could not be cats what if they bark and mew A Connectionist Account of Early Infant Memory and Categorization
329,2001,Do Perceptual Complexity and Object Fami,Do Perceptual Complexity and Object Familiarity Matter for Novel Word Extension
330,2001,The Rational Basis of Representatives,The Rational Basis of Representatives
331,2001,Toward a Model of Learning Data Represen,Toward a Model of Learning Data Representations
332,2001,Automated Proof Planning for Instruction,Automated Proof Planning for Instructional Design
333,2001,Clustering Using the Contrast Model,Clustering Using the Contrast Model
334,2001,Models of Ontogenetic Development for Au,Models of Ontogenetic Development for Autonomous Adaptive Systems
335,2001,A connectionist account of the emergence,A connectionist account of the emergence of the literal-metaphorical-anomalous distinction in young children
336,2001,Base-Rate Neglect in Pigeons Implication,Base-Rate Neglect in Pigeons Implications for Memory Mechanisms
337,2001,Randomness and Coincidences Reconciling ,Randomness and Coincidences Reconciling Intuition and Probability Theory
338,2001,Modelling Policies for Collaboration,Modelling Policies for Collaboration
339,2001,The Utility of Reserved Transfers in Met,The Utility of Reserved Transfers in Metaphor
340,2001,The Consistency of Childrens Responses t,The Consistency of Childrens Responses to Logical Statements Coordinating Components of Formal Reasoning
341,2001,Addition as Interactive Problem Solving,Addition as Interactive Problem Solving
342,2001,Exploring Neuronal Plasticity Language D,Exploring Neuronal Plasticity Language Development in Pediatric Hemispherectomies
343,2001,Remembering to forget Modeling inhibitor,Remembering to forget Modeling inhibitory and competetive mechanisms in human memory
344,2001,Roles of Shared Relations in Induction,Roles of Shared Relations in Induction
345,2001,The Right Tool for the Job Information-P,The Right Tool for the Job Information-Processing Analysis in Categorization
346,2001,Individual Difference in Reasoning about,Individual Difference in Reasoning about Broken Devices An Eye Tracking Study
347,2002,Providing Distinctive Cues to Augment Hu,Providing Distinctive Cues to Augment Human Memory
348,2002,Bayesian Learning at the Syntax-Semantic,Bayesian Learning at the Syntax-Semantics Interface
349,2002,Graphically Speaking Do Graphics Affect ,Graphically Speaking Do Graphics Affect Perspectives in Event Conceptualization
350,2002,Self-Organizing Connectionist Model of C,Self-Organizing Connectionist Model of Character Acquisition in Chinese
351,2002,The Role of Consciousness in Second Lang,The Role of Consciousness in Second Language Acquisition
352,2002,Combining belief and utility in a struct,Combining belief and utility in a structured connectionist agent architecture
353,2002,A Connectionist model of Planning via Ba,A Connectionist model of Planning via Back-chaining Search
354,2002,Integrating Perceptual Organization and ,Integrating Perceptual Organization and Attention A New Model For Object-Based Attention
355,2002,A Classification of Cognitive Agents,A Classification of Cognitive Agents
356,2002,The Importance of Starting Blurry Simula,The Importance of Starting Blurry Simulating Improved Basic-Level Category Learning in Infants Due to Weak Visual Acuity
357,2002,An Exploration of Real-World Analogical ,An Exploration of Real-World Analogical Problem Solving in Novices
358,2002,Is Competitive Learning an Adequate Acco,Is Competitive Learning an Adequate Account of Free Classification
359,2002,Inferring Unobserved Category Features W,Inferring Unobserved Category Features With Causal Knowledge
360,2002,Deriving a conclusion from relational pr,Deriving a conclusion from relational premises
361,2002,Theories and Similarity Categorization u,Theories and Similarity Categorization under Speeded Conditions
362,2002,When participants are not misled they ar,When participants are not misled they are not so bad after all A pragmatic analysis of a rule discovery task
363,2002,Subject Omission in Childrens Language T,Subject Omission in Childrens Language The Case for Performance Limitations in Learning
364,2002,Goal Specificity and the Generality of S,Goal Specificity and the Generality of Schema Acquisition
365,2002,Modeling Human Error in a Real-World Tea,Modeling Human Error in a Real-World Teamwork Environment
366,2002,Learning Causal Structure,Learning Causal Structure
367,2002,Understanding Similarity in Choice Behav,Understanding Similarity in Choice Behavior A Connectionist Model
368,2002,Reminiscence and Arousal A Connectionist,Reminiscence and Arousal A Connectionist Model
369,2002,Predicting Agent Spatial Information A C,Predicting Agent Spatial Information A Comparison Between Neural Networks and Dead Reckoning Algorithms
370,2002,Whats a Science Student to Do,Whats a Science Student to Do
371,2002,The Quality of Test Context and Contra-e,The Quality of Test Context and Contra-evidence as a Moderating Factor in the Belief Revision Process
372,2002,A Cognitive Account of Situated Communic,A Cognitive Account of Situated Communication
373,2002,Age Differences in Transitory Cognitive ,Age Differences in Transitory Cognitive Performance
374,2002,Comparison and the development of knowle,Comparison and the development of knowledge
375,2002,Holographic Reduced Representations for ,Holographic Reduced Representations for Oscillator Recall A Model of Phonological Production
376,2002,Diagrams and Descriptions in Acquiring C,Diagrams and Descriptions in Acquiring Complex Systems
377,2002,Similarity and Difference Judgments Unde,Similarity and Difference Judgments Under Perceptual and Non-Perceptual Conditions
378,2002,On the Potential of Epistemic Actions fo,On the Potential of Epistemic Actions for Self-Cueing Multiple Orientations Can Prime 2D Shape Recognition and Use
379,2002,Incremental Referential Domain Circumscr,Incremental Referential Domain Circumscription during Processing of Natural and Synthesized Speech
380,2002,Preventing Catastrophic Interference in ,Preventing Catastrophic Interference in Multiple-Sequence Learning Using Coupled Reverberating Elman Networks
381,2002,Teaching with Dialectic Arguments vs Did,Teaching with Dialectic Arguments vs Didactic Explanations
382,2002,Deictic Codes Demonstratives and Referen,Deictic Codes Demonstratives and Reference A Step Toward Solving the Grounding Problem
383,2002,Comprehension Monitoring and Regulation ,Comprehension Monitoring and Regulation in Distance Collaboration
384,2002,Naive Strategic Thinking,Naive Strategic Thinking
385,2002,A Constraint Satisfaction Model of Causa,A Constraint Satisfaction Model of Causal Learning and Reasoning
386,2002,Where do syllables come from,Where do syllables come from
387,2002,Changes in Learners Exploratory Behavior,Changes in Learners Exploratory Behavior in a Simulated Psychology Laboratory
